!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Wednesday, January 25, 2023 04:31:05
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(REAL),DUTNPD(IMAG)
1154500000,370.38049,1890.281
1164000000,348.39316,1885.6385
1173500000,327.3143,1911.4091
1183000000,312.29758,1949.101
1192500000,311.19174,1986.7438
1202000000,325.26944,2024.3882
1211500000,328.79037,2059.9736
1221000000,311.28455,2091.2764
1230500000,310.37729,2122.6284
1240000000,322.13852,2153.9946
1249500000,350.08649,2185.2827
1259000000,332.29382,2181.4812
1268500000,327.65802,2175.6584
1278000000,333.18921,2169.8682
1287500000,330.40662,2164.0933
1297000000,340.92734,2150.4138
1306500000,357.94595,2130.6621
1316000000,362.80655,2110.9045
1325500000,349.95117,2091.1392
1335000000,334.31189,2077.5002
1344500000,347.57123,2092.5117
1354000000,342.39304,2107.5337
1363500000,330.61725,2122.6013
1373000000,332.89844,2137.6216
1382500000,301.3486,2182.0334
1392000000,270.42236,2234.3494
1401500000,261.15964,2286.6111
1411000000,282.84964,2338.8938
1420500000,299.49893,2376.0071
1430000000,281.22763,2390.7322
1439500000,277.67578,2405.4043
1449000000,292.2005,2420.1035
1458500000,317.00827,2433.7571
1468000000,325.65073,2389.0259
1477500000,329.49103,2344.28
1487000000,335.27048,2299.5884
1496500000,324.52292,2254.8579
1506000000,351.99777,2183.0115
1515500000,357.06424,2177.2507
1525000000,357.83954,2171.4946
1534500000,354.77936,2165.7214
1544000000,333.84094,2159.9075
1553500000,323.69751,2154.1321
1563000000,329.8067,2148.3647
1572500000,317.95538,2172.092
1582000000,283.82385,2231.2263
1591500000,268.92285,2290.3384
1601000000,271.81528,2349.4771
1610500000,281.0867,2408.5847
1620000000,291.7627,2467.7268
1629500000,310.86758,2526.781
1639000000,335.71005,2560.6572
1648500000,337.70575,2528.6567
1658000000,335.27332,2496.6707
1667500000,335.48672,2464.6707
1677000000,342.9541,2432.6707
1686500000,343.21234,2400.6753
1696000000,342.55524,2368.6709
1705500000,340.3317,2341.2322
1715000000,341.39911,2354.2813
1724500000,337.53925,2367.3965
1734000000,328.7283,2380.4849
1743500000,325.40143,2393.5313
1753000000,332.7504,2406.6465
1762500000,333.76801,2419.7444
1772000000,339.66034,2432.7813
1781500000,322.38419,2475.7756
1791000000,315.12891,2521.2571
1800500000,315.40051,2566.7415
1810000000,313.6196,2612.2295
1819500000,323.72244,2657.6621
1829000000,331.9722,2703.0969
1838500000,329.93701,2748.5803
1848000000,353.80594,2716.76
1857500000,385.58511,2658.6621
1867000000,410.29916,2600.5303
1876500000,412.7085,2542.4766
1886000000,402.53171,2484.3518
1895500000,385.5076,2426.2571
1905000000,368.63748,2368.1541
1914500000,340.63028,2357.2595
1924000000,315.13345,2382.0913
1933500000,304.83923,2406.9011
1943000000,302.61011,2431.7349
1952500000,304.99323,2456.5129
1962000000,309.19791,2481.3518
1971500000,341.43082,2506.1707
1981000000,360.07474,2533.8303
1990500000,359.01422,2565.9253
2000000000,362.70813,2598.0071
END

