!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 14:59:17
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(DB),DUTNPD(DEG)
1135500000,-172.99457,79.16777
1145000000,-172.86447,78.819977
1154500000,-172.91769,78.926437
1164000000,-173.20268,79.588936
1173500000,-173.45395,80.292503
1183000000,-173.62225,80.832489
1192500000,-173.66765,81.095367
1202000000,-173.50986,80.940201
1211500000,-173.41351,80.897697
1221000000,-173.67607,81.550018
1230500000,-173.72325,81.761803
1240000000,-173.52641,81.509026
1249500000,-173.16222,80.908356
1259000000,-173.36485,81.301437
1268500000,-173.46739,81.479004
1278000000,-173.46684,81.455544
1287500000,-173.38013,81.262924
1297000000,-173.27489,80.996056
1306500000,-173.07372,80.490891
1316000000,-173.04323,80.337196
1325500000,-173.15074,80.481667
1335000000,-173.33968,80.821053
1344500000,-173.17728,80.544693
1354000000,-173.25146,80.767159
1363500000,-173.35168,81.037308
1373000000,-173.38438,81.164978
1382500000,-173.82593,82.168083
1392000000,-174.32065,83.164719
1401500000,-174.37082,83.395569
1411000000,-174.07158,83.085602
1420500000,-173.90901,82.935501
1430000000,-174.13683,83.334091
1439500000,-174.1454,83.387344
1449000000,-173.95023,83.127853
1458500000,-173.63506,82.657066
1468000000,-173.51102,82.306992
1477500000,-173.37029,81.907196
1487000000,-173.34,81.695122
1496500000,-173.52371,81.878685
1506000000,-173.14685,80.867317
1515500000,-173.03654,80.61216
1525000000,-173.06567,80.649521
1534500000,-173.19847,80.902573
1544000000,-173.35324,81.192757
1553500000,-173.46204,81.384651
1563000000,-173.4359,81.310524
1572500000,-173.6519,81.8153
1582000000,-174.06055,82.737183
1591500000,-174.32193,83.332245
1601000000,-174.27798,83.43309
1610500000,-174.21272,83.496704
1620000000,-173.96819,83.286804
1629500000,-173.68057,82.997643
1639000000,-173.41911,82.665108
1648500000,-173.37033,82.490364
1658000000,-173.35709,82.37233
1667500000,-173.36327,82.285332
1677000000,-173.30629,82.083183
1686500000,-173.28854,81.94664
1696000000,-173.26575,81.796913
1705500000,-173.27441,81.718422
1715000000,-173.30115,81.81353
1724500000,-173.35454,81.956436
1734000000,-173.43239,82.140434
1743500000,-173.44194,82.199699
1753000000,-173.45399,82.262939
1762500000,-173.44385,82.286537
1772000000,-173.27364,82.024567
1781500000,-173.5042,82.561958
1791000000,-173.68065,82.982574
1800500000,-173.66246,83.077057
1810000000,-173.61285,83.11908
1819500000,-173.49217,83.046844
1829000000,-173.48535,83.151939
1838500000,-173.50691,83.297272
1848000000,-173.13701,82.623039
1857500000,-172.73488,81.742165
1867000000,-172.52594,81.150681
1876500000,-172.47026,80.837135
1886000000,-172.53551,80.76387
1895500000,-172.74507,80.984512
1905000000,-173.03627,81.356491
1914500000,-173.3098,81.839775
1924000000,-173.5486,82.350555
1933500000,-173.74088,82.752831
1943000000,-173.84824,82.999466
1952500000,-173.78537,82.969345
1962000000,-173.60469,82.746422
1971500000,-173.31995,82.336403
1981000000,-173.09299,82.017487
1990500000,-173.07686,82.087097
2000000000,-172.9975,82.041298
END

