!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 07:51:44
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(DB),DUTNPD(DEG)
698500000,-173.64957,79.700882
708000000,-173.63492,79.589859
717500000,-173.56921,79.358948
727000000,-173.42024,78.935463
736500000,-173.0815,78.072083
746000000,-173.12909,78.207596
755500000,-173.37476,78.920128
765000000,-173.1931,78.534264
774500000,-173.12669,78.437691
784000000,-173.22627,78.765442
793500000,-173.42827,79.340179
803000000,-173.03455,78.469284
812500000,-172.90955,78.257286
822000000,-173.02463,78.666267
831500000,-173.3597,79.589127
841000000,-173.4873,79.940689
850500000,-173.55324,80.1353
860000000,-173.58545,80.251823
869500000,-173.53899,80.194405
879000000,-173.57069,80.288719
888500000,-173.73132,80.631393
898000000,-173.72241,80.608856
907500000,-173.70566,80.569893
917000000,-173.5873,80.310699
926500000,-173.51964,80.168648
936000000,-173.45514,80.031616
945500000,-173.43829,80.000778
955000000,-173.46721,80.072983
964500000,-173.36296,79.894783
974000000,-173.24945,79.719856
983500000,-173.23859,79.780083
993000000,-173.3365,80.085564
1002500000,-173.4957,80.521751
1012000000,-173.5744,80.793602
1021500000,-173.66858,81.087852
1031000000,-173.61935,81.086853
1040500000,-173.47989,80.900665
1050000000,-173.63229,81.164482
1059500000,-173.70299,81.240639
1069000000,-173.61598,80.999512
1078500000,-173.48299,80.654701
1088000000,-173.36427,80.33065
1097500000,-173.30948,80.141182
1107000000,-173.23578,79.904755
1116500000,-173.28255,79.93927
1126000000,-173.33345,79.98793
1135500000,-172.98282,79.13913
1145000000,-172.86214,78.814125
1154500000,-172.95313,79.014206
1164000000,-173.22803,79.648201
1173500000,-173.41434,80.205284
1183000000,-173.59685,80.779648
1192500000,-173.72108,81.202553
1202000000,-173.53619,80.994087
1211500000,-173.40483,80.879807
1221000000,-173.6721,81.542412
1230500000,-173.76192,81.833839
1240000000,-173.58488,81.620956
1249500000,-173.1769,80.93853
1259000000,-173.36212,81.296059
1268500000,-173.51511,81.570747
1278000000,-173.45218,81.427063
1287500000,-173.40417,81.31044
1297000000,-173.25781,80.961197
1306500000,-173.11478,80.578781
1316000000,-173.05354,80.359711
1325500000,-173.12346,80.422791
1335000000,-173.35573,80.85434
1344500000,-173.2706,80.742172
1354000000,-173.2514,80.767029
1363500000,-173.34433,81.022339
1373000000,-173.42668,81.249252
1382500000,-173.88956,82.280609
1392000000,-174.25618,83.063484
1401500000,-174.34824,83.361435
1411000000,-174.14908,83.206741
1420500000,-173.95264,83.005402
1430000000,-174.09908,83.276413
1439500000,-174.16307,83.413956
1449000000,-173.98529,83.182587
1458500000,-173.67317,82.720535
1468000000,-173.49675,82.28199
1477500000,-173.35474,81.87854
1487000000,-173.41261,81.830971
1496500000,-173.5385,81.90593
1506000000,-173.10294,80.776093
1515500000,-173.05658,80.654625
1525000000,-173.10837,80.739403
1534500000,-173.19077,80.886703
1544000000,-173.33667,81.159615
1553500000,-173.52681,81.51033
1563000000,-173.51517,81.465355
1572500000,-173.60933,81.735779
1582000000,-174.06335,82.741821
1591500000,-174.36076,83.391075
1601000000,-174.38805,83.596039
1610500000,-174.18405,83.453995
1620000000,-173.99763,83.331772
1629500000,-173.70415,83.035179
1639000000,-173.42397,82.673195
1648500000,-173.37636,82.500664
1658000000,-173.35696,82.372093
1667500000,-173.39256,82.336578
1677000000,-173.34317,82.1493
1686500000,-173.26604,81.90535
1696000000,-173.29741,81.85569
1705500000,-173.32051,81.804657
1715000000,-173.34898,81.902016
1724500000,-173.36166,81.969467
1734000000,-173.45932,82.188416
1743500000,-173.53378,82.360992
1753000000,-173.47278,82.295921
1762500000,-173.38455,82.181786
1772000000,-173.28281,82.041176
1781500000,-173.58195,82.69252
1791000000,-173.72119,83.047142
1800500000,-173.68332,83.109924
1810000000,-173.61992,83.130157
1819500000,-173.59262,83.204315
1829000000,-173.4601,83.112381
1838500000,-173.49863,83.284599
1848000000,-173.11528,82.586456
1857500000,-172.79149,81.847672
1867000000,-172.5351,81.169022
1876500000,-172.4809,80.859161
1886000000,-172.57756,80.851372
1895500000,-172.77934,81.054222
1905000000,-173.00963,81.304131
1914500000,-173.27266,81.77066
1924000000,-173.62151,82.476425
1933500000,-173.80315,82.854927
1943000000,-173.84895,83.000618
1952500000,-173.82677,83.035385
1962000000,-173.70676,82.913177
1971500000,-173.39024,82.458015
1981000000,-173.10687,82.042641
1990500000,-173.10381,82.135429
2000000000,-173.08208,82.192871
END

